0.75,0.39,7.6015
0.84,0.19,6.4634
0.38,0.84,9.7653
0.67,0.43,7.955
0.08,0.19,6.2965
0.26,0.08,6.4008
0.52,0.71,9.2876
0.5,0.53,8.6153
0.24,0.17,6.6687
0.72,0.99,10.103
0.6,0.18,7.068
0.84,0.66,8.345
0.71,0.19,6.9117
0.93,0.53,7.7123
0.51,0.89,10.133
0.2,0.38,7.2803
0.77,0.53,7.9971
0.75,0.48,7.9398
0.9,0.96,9.4198
0.97,0.52,7.5474
0.48,0.38,7.9475
0.85,0.17,6.4328
0.3,0.03,6.2464
0.22,0.83,9.246
0.81,0.38,7.2296
0.8,0.98,9.723
0.28,0.27,7.1251
0.93,0.44,7.3138
0.4,0.73,9.3001
0.1,0.25,6.6549
0.11,0.05,5.7096
0.35,0.64,8.8757
0.82,0.11,6.2341
0.71,0.62,8.5713
0.39,0.94,10.127
0.66,0.37,7.8162
0.06,0.74,8.4458
0.97,0.31,6.7125
0.78,0.81,9.1747
0.06,0.62,7.9874
0.74,0.51,8.1132
0.62,0,6.3765
0.37,0.78,9.5047
0.1,0.68,8.4217
0.66,0.8,9.392
0.7,0.58,8.4852
0.47,0.7,9.3095
0.25,0.61,8.4444
0.38,0.98,10.238
0.44,0.04,6.6985
0.42,0.59,8.8324
0.24,0.59,8.4227
0,0.63,8.1222
0.58,0.43,8.0799
0.78,0.71,8.7418
0.14,0.53,7.8564
0.03,0.56,7.8008
0.99,0.33,6.7903
0.53,0.16,7.0956
0.48,0.7,9.2664
1,0.67,8.2285
0.13,0.87,9.2015
0.8,0.11,6.3105
0.47,0.4,8.0598
0.49,0.52,8.5971
0.69,0.75,9.0859
0.68,0.89,9.8729
0.35,0.87,9.7944
0.81,0.11,6.231
0.18,0.47,7.6881
0.49,0.19,7.1677
0.86,0.53,7.87
0.16,0.94,9.4819
0.1,0.69,8.3961
0.34,0.16,6.9383
0.39,0.06,6.733
0.78,0.43,7.5719
0.64,0.59,8.7489
0.12,0.97,9.5533
0.27,0.92,9.7779
0.54,0.69,9.3036
0.67,0.17,6.9258
0.67,0.27,7.2581
0.68,0.71,9.0111
0.87,0.61,8.2466
0.06,0.48,7.543
0.49,0.64,9.0697
0.34,0.8,9.502
0.43,0.52,8.4886
0.82,0.26,6.9036
0.75,0.88,9.4738
0.87,0.41,7.2691
0.5,0.56,8.697
0.42,1,10.393
0.56,0.63,9.0856
0.02,0.66,8.1719
0.37,0.46,8.1894
0.21,0.65,8.4751
0.44,0.93,10.152
0.85,0.75,8.6936
0.34,0.41,7.9107
0.56,0.11,6.8381
0.77,0.48,7.8876
0.09,1,9.6247
0.16,0.01,5.7663
0.67,0.77,9.4044
0.68,0.72,9.0694
0.36,0.9,9.7836
0.42,0.17,7.0833
0.27,0.78,9.1532
0.33,0.9,9.7792
0.45,0.98,10.436
0.08,0.6,8.0557
0.72,0.79,9.2013
0.86,0.55,7.8361
0.27,0.06,6.311
0.08,0.27,6.703
0.61,0.7,9.151
0.42,0.12,6.9452
0.15,0.73,8.6633
0.79,0.35,7.1993
0.61,0.31,7.6662
0.22,0.62,8.3616
0.59,0.32,7.7841
0.5,0.68,9.3252
0.06,0.57,7.8648
0.47,0.2,7.2275
0.09,0.84,8.9655
0.46,0.33,7.6832
0.04,0.61,7.8492
0.68,0.26,7.2241
0.43,0.25,7.4432
0.17,0.95,9.6139
0.75,0.32,7.318
0.06,0.27,6.5254
0.88,0.9,9.2992
0.31,0.88,9.6859
0.01,0.57,7.7342
0,0.17,6.1452
0.28,0.49,8.0267
0.17,0.73,8.7116
0.04,0.52,7.5253
0.76,0.14,6.4823
0.48,0.58,8.7885
0.42,0.35,7.8469
0.25,0.6,8.4261
0.01,0.4,7.1208
0.87,0.8,8.7689
0.15,0.23,6.7135
0.64,0.35,7.7677
0.82,0.14,6.2879
0.43,0.1,6.8989
0.31,0.12,6.6665
0.73,0.88,9.6062
0.29,0.08,6.3844
0.41,0.18,7.1605
0.34,0.24,7.256
0.96,0.35,6.8467
0.9,0.16,6.278
0.83,0.04,6.0013
0.19,0.46,7.6681
0.36,0.63,8.7166
0.64,0.57,8.5357
0.34,0.56,8.5771
0.87,0.43,7.3807
0.32,0.65,8.7963
0.66,0.56,8.4738
0.52,0.07,6.7898
0.08,0.23,6.5524
0.28,0.03,6.2463
0.34,0.46,8.0871
0.71,0.99,10.006
0.87,0.71,8.5636
0.1,0.41,7.2113
0.64,0,6.3575
0.28,0.33,7.4562
0.58,0,6.4655
0.8,0.81,9.0938
0.3,0.61,8.6675
0.66,0.98,10.208
0.36,0.91,9.9791
0.39,0.54,8.5695
0.86,0.14,6.2469
0.74,0.15,6.5899
0.59,0.9,10.021
0.78,0.55,8.1451
0.46,0.53,8.6613
0.51,0.85,9.8856
0.15,0.63,8.1154
0.08,0.66,8.1849
0.81,0.5,7.7589
0.14,0.1,6.0988
0.06,0.83,8.8333
0.67,0.87,9.8619
0.85,0.88,9.1919
0.65,0.22,7.0765
0.18,0.92,9.4487
0.27,0.18,6.7032
0.68,0.63,8.7984
0.04,0.37,6.9727
0.21,0.98,9.7955
0.04,0.23,6.4542
0.53,0.77,9.4721
0.1,0.51,7.6438
0.37,0.02,6.442
0.24,0.56,8.2594
0.85,0.15,6.3665
0.06,0.07,5.9091
0.97,0.56,7.7996
0.3,0.57,8.4856
0.94,0.94,9.2422
0.37,0.84,9.6123
0.16,0.04,5.9655
0.81,0.96,9.5916
0.73,0.31,7.3892
0.48,0.71,9.319
0.92,0.14,6.1431
0.51,0.96,10.434
0.15,0.09,6.0664
0,0.12,5.9234
0.53,0.17,7.1331
0.29,0.51,8.1417
0.1,0.87,9.014
0.09,0.7,8.3816
0.99,0.66,8.0314
0.04,0.97,9.4386
0.28,0.22,6.9097
0.34,0.51,8.2822
0.2,0.14,6.3994
0.74,0.41,7.7003
0.16,0.03,5.8201
0.67,0.6,8.7323
0.23,0.24,6.9401
0.68,0.85,9.5989
0.14,0.71,8.6074
0.53,0.91,10.096
0.83,0.01,5.7647
0.07,0.79,8.6798
0.61,0.27,7.4506
0.63,0.32,7.6007
0.09,0.78,8.7035
0.76,0.6,8.2675
0.03,0.41,7.114
0.69,0.74,9.1815
0.86,0.51,7.6416
0.42,0.03,6.5229
0.01,0.11,5.9754
0.17,0.61,8.2006
0.93,0.09,5.9327
0.6,0.11,6.8113
0.91,0.52,7.6726
0.47,0.32,7.6293
0.46,0.21,7.3463
0.73,0.5,7.9748
0.67,0.74,9.2311
0,0.45,7.2851
0.55,0.06,6.7697
0.16,0.58,8.0353
0.02,0.82,8.8698
0.71,0.31,7.3742
0.01,0.51,7.5482
0.98,0.94,9.197
0.82,0.44,7.5877
0.08,0.09,5.8465
0.84,0.77,8.8405
0.68,0.02,6.2672
0.46,0.78,9.6407
0.95,0.37,7.0276
0.35,0.75,9.1935
0.86,0.67,8.3398
0.01,0,5.5035
0.69,0.57,8.4267
0.46,0.9,10.081
0.89,0.31,6.8892
0.85,0.25,6.744
0.99,0.16,6.1853
0.42,0.48,8.1818
0.66,0.66,8.9874
0.75,0.15,6.6514
0.92,0.24,6.5115
0.06,0.87,9.0646
0.32,0.97,10.044
0.17,0.49,7.6479
0.84,0.83,9.0366
0.71,0.32,7.4674
0.17,0.91,9.3584
0.17,0.5,7.7092
0.34,0.73,9.1459
0.95,0.24,6.4793
0.8,0.86,9.2338
0.6,0.63,8.88
0.27,0.62,8.505
0.96,0.66,8.0983
0.4,0.66,8.9861
0.96,0.36,7.0662
0.22,0.82,9.1585
0.81,0.47,7.7664
0.55,0.59,8.8398
0.2,0.81,9.1965
0.44,0.54,8.7233
0.39,0.83,9.7582
0.02,0.05,5.7334
0.07,1,9.5913
0.33,0.47,8.1288
0.36,0.42,7.9749
0.5,0.01,6.5264
0.62,0.71,9.245
0.58,0.31,7.5884
0.47,0.75,9.4749
0.22,0.69,8.5766
0.46,0.4,8.0918
0.2,0.61,8.2561
0.63,0.72,9.2431
0.96,0.91,9.0848
0.44,0.42,8.1979
0.95,0.12,6.0639
0.67,0.8,9.4454
0.05,0.81,8.8417
0.8,0.68,8.5748
0.06,0.69,8.2739
0.72,0.77,9.2717
0.09,0.44,7.328
0.98,0.29,6.6246
0.32,0.62,8.6788
0.92,0.23,6.5228
0.5,0.59,8.8456
0.94,0.21,6.4112
0.67,0.14,6.8166
0.56,0.95,10.251
0.67,0.34,7.5703
0.57,0.2,7.2073
0.32,0.32,7.4467
0.21,0.92,9.4817
0.23,0.51,7.9786
0.7,0.41,7.7985
0.94,0.22,6.3762
0.03,0.18,6.2734
0.96,0.44,7.2962
0.18,0.58,8.1063
0.3,0.94,9.9735
0.39,0.88,9.8978
0.43,0.84,9.8459
0.71,0.35,7.5917
0.02,0.14,6.0542
0.43,0.39,8.0674
0.41,0.27,7.5893
0.31,0.07,6.3665
0.55,0.91,10.031
0.34,0.58,8.5501
0.95,0.29,6.7558
0.05,0.24,6.5208
0.49,0.78,9.6141
0.98,0.69,8.263
0.1,0.8,8.7043
0.29,0.24,6.9788
0.01,0.98,9.412
0.54,0.05,6.6916
0.62,0.21,7.2099
0.74,0.8,9.1625
0.95,0.42,7.2146
0.15,0.85,9.068
0.83,0.53,7.9499
0.47,0.12,6.877
0.11,0.52,7.6498
0.87,0.31,6.968
0.2,0.23,6.7359
0.86,0.38,7.1942
0.04,0.56,7.7097
0.27,0.35,7.4648
0.72,0.74,9.0784
0.08,0.84,9.0666
0.98,0.8,8.6716
0.58,0.18,7.1313
0.82,0.3,6.9602
0.48,0.56,8.722
0.54,0.35,7.7999
0.06,0.41,7.1257
0.28,0.51,8.1755
0.12,0.47,7.4827
0.01,0.21,6.4455
0.05,0.84,8.9065
0.52,0.52,8.4962
0.52,0.7,9.1569
0.86,0.24,6.5874
0,0.2,6.3515
0.63,0.46,8.1211
0.18,0.06,5.9291
0.85,0.78,8.8526
0.81,0.82,9.0836
0.85,0.66,8.3003
0.61,0.2,7.1218
0.28,0.6,8.4266
0.01,0.09,5.8568
0.54,0.43,8.12
0.43,0.05,6.6568
0.71,1,10.137
0.67,0.01,6.2944
0.2,0.44,7.5059
0.97,0.14,6.0721
0.85,0.42,7.3797
0.33,0.55,8.3877
0.01,0.05,5.7742
0.25,0.18,6.7631
0.65,0.36,7.7177
0.24,0.11,6.353
0.36,0.88,9.787
0.3,0.7,8.8828
0.79,0.04,6.0732
0.44,0.38,7.9766
0,0.25,6.4361
0.73,0.79,9.23
0.16,0.47,7.6464
0.41,0.91,10.117
0.48,0.12,7.0471
0.06,0.35,6.8737
0.08,0.22,6.3067
0.64,0.85,9.7684
0.49,0.28,7.6502
0.82,0.15,6.3563
0.27,0.52,8.131
0.14,0.89,9.1611
0.93,0.93,9.2461
0.59,0.23,7.3211
0.5,0.86,9.9326
0.77,0.73,8.8655
0.26,0.95,9.7792
0.73,0.97,9.9564
0.46,0.02,6.6629
0.02,0.31,6.7172
0.84,0.73,8.727
0.04,0.54,7.7671
0.66,0.67,9.0875
0.98,0.5,7.3705
0.62,0.7,9.2091
0.25,0.75,9.0481
0.06,0.55,7.7485
0.02,0.07,5.6997
0.88,0.23,6.6088
0.65,0.04,6.3928
0.49,0.72,9.3418
0.31,0.57,8.5593
0.43,0.97,10.348
0.73,0.23,6.9776
0.37,0.08,6.7227
0.32,0.88,9.7768
0.2,0.67,8.5634
0.73,0.68,8.8102
0.47,0.98,10.406
0.43,0.89,9.9793
0.94,0.37,7.0309
0.23,0.54,8.1498
0.87,0.74,8.6803
0.76,0.25,6.9951
0.34,0.52,8.3182
0.98,0.6,7.8854
0.18,0.18,6.5354
0.29,0.62,8.6442
0.97,0.33,6.8621
0.78,0.34,7.3873
0.62,0.1,6.7382
0.09,0.77,8.6915
0.85,0.36,7.1128
0.53,0.49,8.4511
0.4,0.67,9.0425
0.92,0.81,8.8305
0.97,0.08,5.8527
0.45,0.55,8.7793
0.49,0.01,6.5529
0.59,0.22,7.2319
0.54,0.11,6.9016
0.78,0.23,6.9057
0.7,0.69,8.7488
0.08,0.49,7.5865
0.86,0.84,8.9413
0.99,0.18,6.1288
0.78,0.04,6.0857
0.35,0.24,7.2363
0.57,0.52,8.4998
0.07,0.27,6.656
0.07,0.05,5.7783
0.08,0.97,9.4768
0.41,0.24,7.4591
0.28,0.21,6.9379
0.41,0.36,7.8838
0.32,0.18,6.9759
0.13,0.51,7.6889
0.39,0.75,9.4379
0.03,0.52,7.5236
0.89,0.48,7.4692
0.6,0.5,8.3934
0.16,0.99,9.7322
0.18,0.07,6.1278
0.73,0.49,7.9663
0.54,0.51,8.4349
0.62,0.87,9.9264
0.91,0.26,6.5818
0.17,0.52,7.8188
0.99,0.9,9.1225
0.81,0.16,6.4699
0.77,0.87,9.4398
0.64,0.05,6.517
0.06,0.76,8.5663
0.91,0.68,8.3187
0.49,0.25,7.4798
0.55,0.44,8.2245
0.06,0.44,7.2964
0.86,0.56,7.9233
0.42,0.22,7.3948
0.27,0.4,7.6196
0.18,0.82,9.1107
0.54,0.81,9.7732
0.4,0.07,6.7756
0.67,0.09,6.5962
0.58,0.92,10.148
0.63,0.61,8.8466
0.76,0.3,7.046
0.91,0.06,5.8555
0.98,0.31,6.6468
0.2,0.35,7.2678
0.36,0.45,8.123
0.1,0.01,5.7318
0.54,0.68,9.2943
0.94,0.26,6.6624
0.51,0.99,10.492
0.83,0.78,8.7737
0.29,0.97,10.059
0.17,0.42,7.4585
0.54,0.42,8.1396
0.36,0.54,8.5614
0.69,0,6.1986
0.04,0.93,9.266
0.42,0.69,9.2102
0.88,0.44,7.4746
0.42,0.41,8.1367
0.72,0.78,9.286
0.63,0.83,9.6183
0.7,0.17,6.6996
0.59,0.39,8.0074
0.44,0.68,9.2196
0.76,0.51,7.9936
0.88,0.98,9.4402
0.62,0.61,8.7716
0.36,0.02,6.4276
0.45,0.87,9.9092
0.48,0.23,7.3661
0.92,0.15,6.151
0.93,0.39,7.0134
0.54,0.45,8.233
0.68,0.57,8.4674
0.06,0.19,6.3227
0.46,0.87,10.018
0.13,0.07,5.9986
0.27,0.89,9.6454
0.06,0.8,8.7787
0.09,0.76,8.5265
0.83,0.27,6.7694
0.91,0.46,7.4415
0.13,0.75,8.6238
0.88,0.74,8.5998
0.7,0.64,8.664
0.92,0.13,6.1146
0.6,0.27,7.5426
0.83,0.23,6.6238
0.06,0.66,8.2079
0.6,0.91,10.134
0.8,0.35,7.2687
0.5,0.85,9.9905
0.45,0.56,8.7321
0.65,0.64,8.801
0.01,0.33,6.7878
0.94,0.77,8.6373
0.01,0.47,7.3515
0.75,0.66,8.5703
0.64,0.04,6.487
0.17,0.08,5.9595
0.09,0.36,7.0349
0.29,0.89,9.6373
0.13,0.65,8.1837
0.36,0.96,10.185
0.36,0.44,8.0416
0.02,0.59,7.8687
0.33,0.98,10.163
0,0.31,6.6745
0.61,0.52,8.4293
0.42,0.67,9.1035
0.77,0.59,8.2236
0.03,0.71,8.2529
0.03,0.32,6.7006
0.03,0.36,6.9324
0.58,0.41,8.0622
0.27,0.26,7.0858
0.8,0.4,7.4338
0.76,0.23,6.9395
0.22,0.72,8.8571
0.16,0.41,7.4093
0.21,0.58,8.1788
0.99,0.91,9.1647
0.38,0.14,6.9599
0.55,0.23,7.4147
0.12,0.74,8.5596
0.55,0.45,8.2902
0.6,0.35,7.7958
0.95,0.8,8.7253
0.22,0.37,7.4162
0.4,0.81,9.7594
0.89,0.45,7.4026
0.16,0.16,6.3276
0.67,0.83,9.56
0.51,0.5,8.4253
0.04,0.86,8.8759
0.01,1,9.5186
0.07,0,5.5721
0.54,0.5,8.4105
0.91,0.21,6.3859
0.3,0.47,7.9592
0.94,0.84,8.8828
0.33,0.63,8.7126
0.66,0.54,8.4772
0.46,0.88,9.9783
0.12,1,9.7462
0.08,0.81,8.7312
0.34,0.68,9.0411
0.07,0.6,7.9814
0.9,0.54,7.7706
0.14,0.96,9.584
0.68,0.51,8.1853
0.57,0.51,8.5426
0.99,0.78,8.6731
0.91,0.51,7.6315
0.7,0.12,6.6439
0.43,0.75,9.5338
0.97,0.05,5.667
0.42,0.79,9.4798
0.65,0.26,7.3174
0.11,0.06,5.8751
0.03,0.85,8.9267
0.76,0.42,7.7434
0.35,0.12,6.694
0.42,0.57,8.7997
0.82,0.57,8.0639
0.67,0.71,9.0916
0.44,0.69,9.263
0.19,0.62,8.2479
0.63,0.24,7.2864
0.21,0.08,6.1717
0.18,0.73,8.7459
0.23,0.61,8.3723
0.39,0.79,9.5103
0.41,0.02,6.6134
0.18,0.83,9.1081
0.56,0.84,9.9279
0.75,0.01,6.0423
0.78,0.01,5.8886
0.57,0.7,9.2598
0.72,0.35,7.441
0.51,0.84,9.7532
0.97,0.69,8.2082
0.13,0.1,6.0456
0.36,0.48,8.2494
0.08,0.1,5.914
0.95,0.89,9.1546
0.58,0.48,8.3327
0.78,0.94,9.6658
0.48,0.43,8.2556
0.96,0.88,9.0206
0.75,0.03,6.0655
0.84,0.41,7.3325
0.86,1,9.7369
0.96,0.08,5.8517
0.55,0.02,6.5522
0.06,0.1,5.9401
0.28,0.73,8.9449
0.84,0.44,7.4985
0.08,0,5.5682
0.03,0.25,6.4478
0.89,0.81,8.8823
0.15,0.06,5.9276
0.77,0.26,6.9528
0.67,0.1,6.7146
0.22,0.11,6.2596
0.23,0.06,6.1518
0,0.32,6.765
0.28,0.74,9.0019
0.9,0.6,8.0416
0.53,0.94,10.233
0.72,0.49,8.0446
0.17,0.85,9.303
0.48,0.52,8.5394
0.15,0.66,8.345
0.58,0.59,8.7796
0.65,0.35,7.6306
0.09,0.63,8.0313
1,1,9.4715
0.66,0.09,6.7271
0.47,0,6.5435
0.88,0.18,6.3873
0.83,0.07,5.9687
0.48,0.97,10.392
0.1,0.26,6.5768
0.07,0.22,6.4201
0.76,0,5.9381
0.16,0.83,8.9839
0.3,0.19,6.9442
0.14,0.32,6.9177
0.57,0.17,7.1772
0.7,0.88,9.6734
0.74,0.58,8.3029
0.5,0.83,9.7204
0.01,0.59,7.9481
0.07,0.31,6.7828
0.53,0.6,8.8458
0.45,0.41,8.1006
0.48,0.01,6.5816
0.04,0.59,7.831
0.31,0.62,8.7234
0.9,0.46,7.5027
0.31,0.69,8.9515
0.17,0.72,8.6695
0.09,0.73,8.557
0.83,0.38,7.2857
0.35,0.73,9.1415
0.11,0.91,9.228
0.3,0.75,9.2146
0.32,0.28,7.4438
0.4,0.18,7.1374
0.22,0.92,9.4971
0.91,0.82,8.8034
0.2,0.79,9.0054
0.49,0.69,9.3364
0.43,0.34,7.8186
0.7,0.87,9.6359
0.91,0.05,5.77
0.51,0.97,10.346
0.52,0.37,8.0037
0.24,0.67,8.6147
0,0.35,7.0351
0.04,0.06,5.6972
0.29,0.39,7.6875
0.14,0.12,6.1601
0.6,0.38,7.9435
0.34,0.28,7.3733
0.19,0.12,6.3188
0.27,0.74,8.9847
0.91,0.48,7.5446
0.95,0.39,7.0869
0.68,0.88,9.6496
0.49,0.14,7.0387
0.04,0.38,7.2075
0.93,0.56,7.8239
0.47,0.44,8.1904
0.6,0.96,10.315
0.54,0.94,10.138
0.39,1,10.39
0.55,0.18,7.2298
0.04,0.76,8.5262
0.99,0.13,6.1043
0.2,0.77,8.9985
0.07,0.04,5.6737
0.48,0.4,8.1218
0.98,0.12,6.0105
0.9,0.56,7.8615
0.87,0.53,7.8155
0.68,0.4,7.9111
0.93,0.98,9.4692
0.09,0.27,6.6902
0.73,0.6,8.4029
0.77,0.79,9.1509
0.54,0.63,8.9727
0.87,0.29,6.8687
0.63,0.4,7.9012
0.52,0.73,9.5058
0.24,0.97,9.9223
0.8,0.67,8.513
0.33,0.53,8.2754
0,0.3,6.6786
0.69,0.1,6.5278
0.89,0.2,6.4876
0.93,0.95,9.3436
0.2,0.74,8.7503
0.04,0.91,9.1113
0.31,0.96,10.026
0.17,0.53,7.8959
0.62,0.43,8.0894
0.72,0.32,7.3334
0.81,0.29,6.9545
0.78,0.52,8.0262
0.05,0.23,6.4081
0.28,0.16,6.6836
0.25,0.53,8.143
0.18,0.35,7.2035
0.82,0.35,7.1147
0.46,0.38,7.9046
0.6,0.24,7.458
0.35,0.91,9.9354
0.2,0.93,9.6587
0.23,0.82,9.3147
0.81,0.48,7.7703
0.62,0.35,7.7767
0.82,0.87,9.2523
0.39,0.69,9.21
0.56,0.96,10.294
0.54,0.03,6.6773
0.4,0.63,8.9328
0.75,0.61,8.3931
0.08,0.29,6.7481
0.91,0.96,9.3815
0.91,0.77,8.6052
0.3,0.5,8.1665
0.94,0.93,9.2249
0.76,0.37,7.41
0.22,0.35,7.2587
0.81,0.95,9.6665
0.48,0.5,8.6302
0.43,0.72,9.4189
0.5,0.31,7.7208
0.8,0.29,6.98
0.54,0.98,10.431
0.77,0.81,9.2489
0.87,0.28,6.7319
0.09,0.48,7.5085
0.3,0.9,9.7326
0.93,0.81,8.7127
0.9,1,9.616
0.91,0.23,6.602
0.37,0.63,8.8161
0.75,0.76,9.0707
0.85,0.33,7.0501
0.84,0.46,7.5336
0.73,0.55,8.3863
0.64,0.12,6.8396
0.55,0.87,9.9805
0.73,0.85,9.5005
0.57,0.08,6.6955
0.47,0.09,6.866
0.66,0.22,7.1539
0.22,0.14,6.5053
0.32,0.31,7.4006
0.46,0.85,9.9024
0.58,0.76,9.4664
0.72,0.6,8.4823
0.37,0.23,7.276
0.71,0.26,7.195
0,0.27,6.5544
0.54,0.33,7.8279
0.71,0.57,8.4985
0.5,0.42,8.1593
0.59,0.13,6.9943
0.42,0.65,8.9667
0.69,0.3,7.4304
0.41,0.21,7.283
0.65,0.43,7.9918
0.78,0.24,6.9018
0.02,0.51,7.5418
0.16,0.59,8.1422
0.51,0.34,7.8495
0.52,0.35,7.822
0.2,1,9.7962
0.78,0.11,6.3279
0.09,0.01,5.6234
0.02,0.48,7.4112
0.14,0.54,7.7747
0.66,0.06,6.5434
0.61,0.21,7.1968
0.43,0.9,9.9991
0.4,0.88,9.941
0.27,0.86,9.5991
0.22,0.54,8.0986
0.98,0.22,6.364
0.58,0.86,9.8332
0.03,0.1,5.837
0.53,0.56,8.7124
0.43,0.77,9.5267
0.77,0.7,8.7613
0.65,0.67,8.9166
0.73,0.83,9.3742
0.15,0.45,7.5347
0.48,0.53,8.5468
0.15,0.07,5.9719
0.51,0.52,8.5185
0.69,0.96,10.033
0,0.42,7.2286
0.1,0.39,7.1873
0.57,0.18,7.2178
0.24,0.9,9.5875
0.12,0.51,7.5276
0.31,0.17,6.8089
0.72,0.54,8.2809
0.76,0.95,9.7394
0.79,0.22,6.7295
0.87,0.78,8.7832
0.18,0.53,7.9268
0.81,0.37,7.3705
0.38,0.43,8.1402
0.16,0.79,8.9317
0.15,0.5,7.5975
0.44,0.83,9.7673
0,0.09,5.9156
0.07,0.42,7.2438
0.74,0.17,6.621
0.97,0.62,8.0463
0.62,0.66,8.9349
0.97,0.51,7.5656
0.46,0.42,8.1817
