0.77,3.1559
0.411,3.2585
0.94,3.014
0.208,3.589
0.587,3.1517
0.567,3.1916
0.231,3.5267
0.807,3.0534
0.861,3.2056
0.174,3.535
0.511,3.2411
0.845,3.1234
0.739,3.0614
0.947,3.0228
0.234,3.5369
0.55,3.1929
0.705,3.1029
0.983,2.9551
0.011,4.008
0.895,3.0934
0.392,3.3317
0.298,3.4904
0.67,3.1067
0.86,3.0821
0.199,3.6363
0.075,3.6586
0.107,3.7404
0.244,3.4841
0.353,3.3313
0.975,2.9797
0.372,3.2978
0.293,3.3686
0.358,3.426
0.692,3.084
0.924,3.0599
0.213,3.5586
0.089,3.8168
0.994,3.0371
0.409,3.2363
0.563,3.3182
0.484,3.1677
0.865,3.1284
0.512,3.1927
0.752,3.1704
0.669,3.116
0.141,3.675
0.22,3.5015
0.155,3.6694
0.762,3.1409
0.744,3.0913
0.054,3.8851
0.501,3.2308
0.456,3.2859
0.195,3.5224
0.797,3.1662
0.828,3.0805
0.995,3.1303
0.327,3.3183
0.383,3.3543
0.689,3.023
0.201,3.5187
0.345,3.294
0.63,3.0379
0.546,3.1586
0.887,3.0213
0.976,3.0844
0.635,3.1459
0.941,3.0107
0.657,3.1559
0.754,3.0852
0.464,3.172
0.379,3.2746
0.267,3.4335
0.674,3.21
0.866,3.0579
0.537,3.1917
0.923,3.102
0.172,3.5435
0.58,3.1602
0.791,3.09
0.254,3.4199
0.503,3.1777
0.26,3.4037
0.985,2.9811
0.584,3.2113
0.307,3.3074
0.193,3.5318
0.382,3.4048
0.313,3.4275
0.221,3.5246
0.319,3.387
0.991,2.999
0.03,3.972
0.638,3.1903
0.936,2.9934
0.553,3.1192
0.539,3.31
0.274,3.4593
0.925,2.9925
0.325,3.3079
0.711,3.0023
0.603,3.0885
0.094,3.7423
0.228,3.5369
0.15,3.5786
0.803,3.0997
0.45,3.2392
0.763,3.0399
0.783,3.1285
0.304,3.3866
0.904,3.0546
0.308,3.4211
0.724,3.156
0.733,3.1546
0.076,3.7689
0.309,3.4304
0.175,3.6796
0.801,3.1868
0.092,3.7695
0.502,3.1794
0.883,3.1439
0.459,3.2191
0.548,3.1577
0.477,3.0806
0.279,3.3736
0.4,3.2539
0.884,3.0809
0.688,3.0572
0.022,3.8192
0.332,3.3662
0.251,3.4404
0.352,3.2755
0.651,3.1398
0.558,3.2656
0.68,2.9694
0.921,2.9891
0.338,3.4505
0.653,3.1524
0.214,3.5369
0.966,3.2462
0.258,3.4914
0.286,3.3649
0.893,3.0496
0.168,3.701
0.507,3.2352
0.062,3.7868
0.474,3.2197
0.853,3.079
0.099,3.6336
0.402,3.262
0.775,3.1274
0.694,3.2197
0.868,3.0935
0.045,3.9251
0.282,3.3911
0.018,3.9085
0.753,3.1459
0.012,3.8511
0.825,3.1098
0.243,3.415
0.329,3.309
0.295,3.3549
0.851,3.0815
0.461,3.2664
0.485,3.2166
0.314,3.4237
0.517,3.1618
0.652,2.8983
0.927,3.0588
0.599,3.1892
0.844,3.0028
0.522,3.1333
0.073,3.8039
0.7,3.0156
0.59,3.1545
0.595,3.2014
0.707,3.073
0.136,3.6249
0.371,3.3362
0.573,3.1858
0.457,3.1907
0.898,3.0822
0.119,3.7505
0.423,3.2042
0.189,3.6625
0.498,3.2092
0.619,3.051
0.05,3.8724
0.473,3.2223
0.88,2.9927
0.571,3.2214
0.265,3.4365
0.052,3.8223
0.931,3.1093
0.12,3.7476
0.082,3.7247
0.154,3.6133
0.443,3.3257
0.349,3.2922
0.738,3.0546
0.46,3.1839
0.918,3.0529
0.957,2.9587
0.007,3.9459
0.92,2.9964
0.44,3.2944
0.625,3.0644
0.57,3.2255
0.66,3.2163
0.18,3.5939
0.19,3.5105
0.016,3.9441
0.761,3.0789
0.617,3.1107
0.627,3.1768
0.938,3.0537
0.633,3.1767
0.449,3.2478
0.719,3.0636
0.058,3.7909
0.071,3.8683
0.606,3.0456
0.641,3.0899
0.596,3.2281
0.607,3.2552
0.852,3.0729
0.064,3.8212
0.2,3.4116
0.892,2.9768
0.513,3.2411
0.294,3.3504
0.159,3.5352
0.894,2.9973
0.486,3.1165
0.81,3.1162
0.239,3.4406
0.964,2.9859
0.545,3.1595
0.218,3.5341
0.702,3.0563
0.373,3.3954
0.351,3.4316
0.481,3.229
0.399,3.3226
0.487,3.1506
0.475,3.2866
0.575,3.1205
0.48,3.2853
0.997,3.0754
0.408,3.2976
0.341,3.3063
0.928,3.082
0.389,3.272
0.742,3.1145
0.729,3.1713
0.47,3.2983
0.29,3.4348
0.629,3.1
0.489,3.1817
0.555,3.0798
0.993,3.0235
0.166,3.6541
0.015,3.9204
0.722,3.1029
0.206,3.4625
0.54,3.252
0.586,3.2131
0.709,3.1316
0.965,3.0187
0.61,3.0842
0.067,3.6997
0.029,3.8773
0.137,3.6521
0.466,3.1859
0.776,3.0718
0.649,3.1329
0.375,3.245
0.585,3.1064
0.149,3.6274
0.832,3.0717
0.793,3.0104
0.499,3.1136
0.433,3.2377
0.173,3.6394
0.236,3.4468
0.093,3.7053
0.471,3.231
0.245,3.3843
0.202,3.4739
0.285,3.3954
0.952,3.0195
0.533,3.2685
0.528,3.1748
0.123,3.6755
0.347,3.3821
0.518,3.2869
0.917,3.0832
0.543,3.1152
0.074,3.8525
0.281,3.404
0.335,3.3712
0.157,3.5952
0.072,3.734
0.741,3.027
0.343,3.3238
0.916,3.0574
0.229,3.4617
0.496,3.2357
0.673,3.0898
0.066,3.8844
0.886,3.0012
0.605,3.1799
0.538,3.1837
0.873,3.0579
0.955,3.1746
0.223,3.4995
0.318,3.3758
0.655,3.1425
0.789,3.0291
0.813,3.1188
0.135,3.7467
0.125,3.7217
0.942,3.1466
0.766,3.0492
0.716,3.0511
0.421,3.2813
0.177,3.5281
0.448,3.3193
0.046,3.7883
0.488,3.1575
0.508,3.248
0.521,3.1478
0.914,3.0406
0.263,3.4277
0.09,3.7832
0.628,3.1823
0.712,3.1573
0.006,3.9795
0.129,3.6665
0.436,3.2774
0.576,3.09
0.814,2.9775
0.978,3.0159
0.32,3.2945
0.06,3.8205
0.346,3.3295
0.721,2.979
0.306,3.4049
0.362,3.2565
0.97,3.0529
0.73,3.0789
0.996,2.9509
0.059,3.8274
0.572,3.1886
0.367,3.3344
0.361,3.2558
0.257,3.4208
0.069,3.8333
0.14,3.7256
0.768,3.0978
0.133,3.6798
0.152,3.6237
0.102,3.7723
0.755,3.0125
0.736,3.1452
0.703,3.1156
0.99,3.0555
0.909,3.0499
0.962,3.0773
0.911,3.1247
0.856,3.0137
0.863,3.1458
0.581,3.1095
0.447,3.1278
0.432,3.2753
0.531,3.164
0.039,3.8483
0.816,3.1039
0.117,3.8839
0.889,3.0179
0.184,3.5629
0.969,3.0793
0.624,3.0766
0.04,3.824
0.621,3.1723
0.658,3.1293
0.095,3.6485
0.864,3.1095
0.205,3.5496
0.162,3.5525
0.691,3.1021
0.746,3.1262
0.551,3.1328
0.598,3.228
0.732,3.0159
0.415,3.2379
0.988,3.0754
0.419,3.2914
0.668,3.0944
0.138,3.6004
0.778,3.0243
0.359,3.4153
0.493,3.1984
0.266,3.5162
0.777,3.0459
0.523,3.1203
0.631,3.2023
0.036,3.8955
0.646,3.1233
0.82,3.0193
0.858,3.0549
0.118,3.6078
0.681,3.0914
0.822,3.036
0.847,3.1147
0.278,3.4199
0.772,3.1646
0.139,3.686
0.837,3.1391
0.961,3.0122
0.838,3.0684
0.706,3.1362
0.39,3.2694
0.27,3.4655
0.106,3.6369
0.316,3.3651
0.515,3.2516
0.699,3.0523
0.34,3.3162
0.288,3.4405
0.034,3.9081
0.348,3.3388
0.084,3.7954
0.494,3.0622
0.33,3.3689
0.019,3.9669
0.326,3.3661
0.519,3.206
0.95,3.0283
0.145,3.6358
0.835,3.0886
0.222,3.4748
0.194,3.5039
0.413,3.2367
0.717,3.0454
0.622,3.0832
0.809,3.1151
0.891,2.9829
0.872,3.005
0.38,3.2758
0.89,3.1123
0.02,3.9108
0.616,3.1987
0.247,3.4636
0.679,3.0941
0.984,3.0646
0.848,3.1219
0.455,3.2613
0.377,3.3135
0.324,3.3689
0.908,3.0695
0.62,3.0553
0.715,3.1588
0.366,3.3075
0.303,3.4154
0.127,3.655
0.365,3.2559
0.042,3.8798
0.217,3.3714
0.792,3.1057
0.919,3.0898
0.671,3.1684
0.425,3.225
0.031,3.8664
0.565,3.1687
0.714,3.1177
0.302,3.3684
0.009,4.0411
0.36,3.3959
0.014,3.9229
0.441,3.315
0.637,3.09
0.405,3.2287
0.998,2.9445
0.667,3.1563
0.051,3.8362
0.024,3.9606
0.315,3.3469
0.259,3.4526
0.161,3.641
0.469,3.2533
0.112,3.7616
0.005,3.9329
0.453,3.1835
0.003,3.9733
0.289,3.4258
0.725,2.9373
0.056,3.8839
0.659,3.0163
0.028,3.8502
0.301,3.3433
0.407,3.2316
0.829,3.1913
0.903,2.9964
0.482,3.1948
0.445,3.131
0.973,3.0303
0.802,3.1289
0.557,3.1485
0.757,3.1404
0.086,3.704
0.388,3.3415
0.636,3.1162
0.497,3.2759
0.98,3.1016
0.416,3.4204
0.188,3.5979
0.574,3.2128
0.227,3.4727
0.933,2.961
0.291,3.3568
0.684,3.0812
0.401,3.3337
0.806,3.0537
0.977,2.9575
0.178,3.5662
0.592,3.0611
0.374,3.2446
0.824,3.093
0.69,3.1605
0.081,3.8245
0.509,3.2256
0.454,3.2798
0.001,4.0208
0.597,3.0869
0.167,3.6374
0.593,3.1589
0.771,3.1134
0.632,3.1083
0.312,3.3778
0.434,3.2742
0.728,3.0812
0.31,3.4812
0.932,2.9923
0.357,3.2758
0.207,3.501
0.264,3.5159
0.261,3.4671
0.225,3.5607
0.949,3.1074
0.943,3.109
0.16,3.5306
0.311,3.4078
0.972,2.9871
0.463,3.1863
0.224,3.4879
0.897,3.0093
0.211,3.4863
0.384,3.2653
0.756,3.1548
0.737,3.1221
0.826,3.1251
0.158,3.6763
0.144,3.6571
0.391,3.1842
0.53,3.0863
0.148,3.5942
0.72,3.1224
0.839,3.1011
0.589,3.2929
0.959,3.133
0.232,3.5624
0.672,3.0782
0.968,3.0711
0.882,3.1329
0.113,3.6191
0.192,3.5388
0.696,3.1039
0.65,3.1674
0.406,3.2643
0.588,3.2115
0.364,3.3417
0.566,3.0325
0.656,3.107
0.536,3.3063
0.428,3.2302
0.951,3.1492
0.634,3.0501
0.798,3.134
0.666,3.033
0.836,3.0868
0.387,3.3364
0.979,3.0566
0.272,3.5021
0.252,3.3678
0.623,3.1349
0.743,3.1924
0.708,3.0677
0.929,2.9886
0.271,3.3318
0.727,3.093
0.273,3.3379
0.331,3.3844
0.165,3.5196
0.526,3.1802
0.203,3.4901
0.879,2.999
0.787,3.0943
0.17,3.5633
0.495,3.2849
0.083,3.8066
0.934,3.1334
0.612,3.2313
0.256,3.4717
0.875,3.0872
0.686,3.1059
0.51,3.1825
0.859,3.0036
0.204,3.5788
0.435,3.2445
0.788,3.0629
0.6,3.2576
0.93,2.9137
0.044,3.9433
0.292,3.3821
0.815,3.116
0.336,3.4232
0.52,3.1972
0.121,3.7289
0.462,3.2648
0.569,3.1208
0.748,3.2503
0.785,3.0416
0.529,3.1407
0.926,3.0723
0.163,3.6069
0.505,3.2657
0.913,3.062
0.591,3.2029
0.701,3.1668
0.899,3.1276
0.013,3.9099
0.438,3.2656
0.749,3.0776
0,3.9833
0.478,3.1921
0.07,3.7874
0.115,3.6891
0.937,2.9703
0.735,3.0737
0.21,3.4715
0.444,3.2225
0.354,3.3873
0.276,3.4331
0.767,3.0537
0.068,3.8088
0.751,3.1278
0.869,3.1349
0.648,3.0618
0.055,3.7881
0.795,3.0725
0.035,3.9096
0.116,3.743
0.111,3.7921
0.896,3.1392
0.414,3.244
0.299,3.3064
0.685,3.1169
0.87,3.0879
0.061,3.8537
0.437,3.286
0.038,3.8445
0.191,3.4634
0.179,3.6137
0.079,3.7407
0.604,3.1986
0.614,3.2231
0.275,3.388
0.594,3.1873
0.395,3.2976
0.527,3.1698
0.458,3.1287
0.026,3.8595
0.83,3.0197
0.764,3.0853
0.524,3.142
0.564,3.169
0.08,3.8025
0.249,3.4644
0.74,3.1297
0.096,3.7027
0.945,3.0786
0.057,3.7604
0.238,3.4632
0.169,3.4908
0.96,3.0016
0.946,3.0504
0.37,3.2566
0.758,2.9873
0.476,3.0921
0.559,3.2374
0.901,3.1779
0.268,3.4277
0.215,3.6212
0.246,3.4337
0.164,3.7162
0.745,3.0285
0.734,3.1784
0.483,3.148
0.697,3.2173
0.818,3.1645
0.097,3.7243
0.779,3.0519
0.451,3.2073
0.626,3.2735
0.479,3.2473
0.561,3.156
0.403,3.1969
0.731,3.1265
0.79,3.1076
0.122,3.6835
1,2.9782
0.24,3.4244
0.23,3.4519
0.226,3.4445
0.418,3.2327
0.25,3.4745
0.328,3.3422
0.28,3.3582
0.198,3.6102
0.104,3.6754
0.611,3.2583
0.579,3.2149
0.541,3.2567
0.726,3.1884
0.393,3.1468
0.713,3.2048
0.088,3.7868
0.907,3.0355
0.85,3.0494
0.958,2.9633
0.578,3.192
0.321,3.4252
0.427,3.2682
0.033,3.8956
0.989,3.1211
0.468,3.2477
0.197,3.5313
0.999,3.0802
0.877,3.0113
0.103,3.7649
0.181,3.6771
0.3,3.4615
0.142,3.5584
0.773,3.1424
0.363,3.385
0.642,3.2233
0.75,3.064
0.718,3.1133
0.333,3.3054
0.698,3.1312
0.804,3.2037
0.147,3.5183
0.676,3.1114
0.615,3.1079
0.857,3.1077
0.131,3.6254
0.171,3.5239
0.516,3.1407
0.124,3.7302
0.849,3.1531
0.677,3.1142
0.954,3.0169
0.085,3.774
0.262,3.5235
0.876,3.0111
0.867,3.0551
0.678,3.1026
0.446,3.3409
0.091,3.8948
0.796,3.0889
0.077,3.732
0.283,3.4287
0.639,3.1391
0.004,3.9581
0.021,3.9612
0.492,3.232
0.601,3.1097
0.808,3.0856
